6.1525 	INFO 	---START PARAMETERS---
6.1525 	INFO 	filename: TappingWithTrTiming_Movie_d3.py-1-19-Jul_28_1208
6.1525 	INFO 	subject: 1
6.1526 	INFO 	session: 19
6.1526 	INFO 	date: Jul_28_1208
6.1526 	INFO 	blockDur_TRs: 20
6.1526 	INFO 	condition: sensationOnly
6.1526 	INFO 	fixCrossPos: [0, 0]
6.1526 	INFO 	fixCrossSize: 100
6.1526 	INFO 	fullScreen: True
6.1526 	INFO 	movieFolder: Images/
6.1526 	INFO 	movieSize: (800, 500)
6.1526 	INFO 	nBlocks: 12
6.1526 	INFO 	promptDir: Text/
6.1526 	INFO 	restDur_TRs: 20
6.1526 	INFO 	screenColor: (128, 128, 128)
6.1526 	INFO 	screenToShow: 0
6.1526 	INFO 	skipPrompts: False
6.1526 	INFO 	tStartup_TRs: 0
6.1526 	INFO 	textHeight: 40
6.1526 	INFO 	triggerKey: t
6.1526 	INFO 	---END PARAMETERS---
6.1916 	WARNING 	Movie2 stim could not be imported and won't be available
6.5332 	INFO 	Loaded monitor calibration from ['2015_12_02 12:18']
6.9510 	EXP 	Created win = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 128.,  128.,  128.]), colorSpace='rgb255', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x1206bfa8>, name='win', pos=[0, 0], screen=0, size=array([1440,  900]), stereo=False, units='deg', useFBO=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.9524 	EXP 	Created fixCross = ShapeStim(autoDraw=False, autoLog=True, closeShape=False, contrast=1.0, depth=0, fillColor=None, fillColorSpace='rgb', fillRGB=None, interpolate=True, lineColor='#000000', lineColorSpace='hex', lineRGB=array([0, 0, 0]), lineWidth=3.0, name='fixCross', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 1.,  1.]), units='pix', vertices=ndarray(...), win=Window(...))
6.9918 	EXP 	Created topMsg = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='topMsg', opacity=1.0, ori=0.0, pos=array([ 0. ,  0.5]), rgb=array([0, 0, 0]), text=u'aaa', units='norm', win=Window(...), wrapWidth=1.5)
6.9953 	EXP 	Created bottomMsg = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='bottomMsg', opacity=1.0, ori=0.0, pos=array([ 0. , -0.5]), rgb=array([0, 0, 0]), text=u'bbb', units='norm', win=Window(...), wrapWidth=1.5)
7.0201 	EXP 	Created Movie Frame 0 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='Images/right_sensation_0.png', interpolate=False, mask=None, maskParams=None, name='Movie Frame 0', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 800.,  500.]), texRes=128, units='pix', win=Window(...))
7.0288 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=40, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([   0.,  330.]), rgb=array([0, 0, 0]), text=u'feel the hand', units='pix', win=Window(...), wrapWidth=800)
7.1006 	EXP 	topMsg: text = "You will see an image of a hand. When it is on the screen, FEEL you fingers, but don't actually move your hand. When the fixation cross appears, relax and stare at the cross."
7.1006 	EXP 	bottomMsg: text = 'The experiment will begin sortly.'
7.1006 	EXP 	Display Instructions1
7.7866 	DATA 	Keypress: return
7.8008 	EXP 	topMsg: text = "Please don't move..."
7.8008 	EXP 	bottomMsg: text = ''
7.8008 	EXP 	PleaseDontMove
8.2357 	DATA 	Keypress: return
9.1556 	DATA 	Keypress: t
9.1677 	EXP 	Display Fixation
9.1677 	EXP 	---START EXPERIMENT---
9.1833 	EXP 	Display Fixation
9.2917 	DATA 	Keypress: t
9.4275 	DATA 	Keypress: t
9.5635 	DATA 	Keypress: t
9.7076 	DATA 	Keypress: t
9.8514 	DATA 	Keypress: t
9.9874 	DATA 	Keypress: t
10.1315 	DATA 	Keypress: t
10.2757 	DATA 	Keypress: t
10.4194 	DATA 	Keypress: t
10.5634 	DATA 	Keypress: t
10.7237 	DATA 	Keypress: t
10.8674 	DATA 	Keypress: t
11.0195 	DATA 	Keypress: t
11.1634 	DATA 	Keypress: t
11.3235 	DATA 	Keypress: t
11.4836 	DATA 	Keypress: t
11.6356 	DATA 	Keypress: t
11.8034 	DATA 	Keypress: t
11.9794 	DATA 	Keypress: t
11.9874 	DATA 	Keypress: r
12.1474 	DATA 	Keypress: t
13.1480 	DATA 	Keypress: t
13.1482 	DATA 	Keypress: t
13.1680 	EXP 	Display Frame 0
13.1685 	DATA 	Keypress: t
14.1687 	EXP 	Display Frame 0
15.1683 	EXP 	Display Frame 0
16.1691 	EXP 	Display Frame 0
17.1479 	DATA 	Keypress: t
17.1482 	DATA 	Keypress: t
17.1684 	EXP 	Display Frame 0
18.1481 	DATA 	Keypress: t
18.1527 	DATA 	Keypress: t
18.1530 	DATA 	Keypress: t
18.1532 	DATA 	Keypress: t
18.1534 	DATA 	Keypress: t
18.1536 	DATA 	Keypress: t
18.1682 	EXP 	Display Frame 0
19.1696 	EXP 	Display Frame 0
20.1698 	EXP 	Display Frame 0
21.1690 	EXP 	Display Frame 0
22.1689 	EXP 	Display Frame 0
23.1480 	DATA 	Keypress: t
23.1482 	DATA 	Keypress: t
23.1690 	EXP 	Display Frame 0
24.1481 	DATA 	Keypress: t
24.1483 	DATA 	Keypress: t
24.1485 	DATA 	Keypress: t
24.1486 	DATA 	Keypress: t
24.1488 	DATA 	Keypress: t
24.1490 	DATA 	Keypress: t
24.1491 	DATA 	Keypress: t
24.1493 	DATA 	Keypress: t
24.1701 	EXP 	Display Frame 0
24.1851 	EXP 	Display Fixation
24.1856 	DATA 	Keypress: t
24.2910 	DATA 	Keypress: t
24.4032 	DATA 	Keypress: t
1052.6179 	DATA 	Keypress: escape
1052.6458 	EXP 	topMsg: text = "Thank you very much! \n\nThat's the end of this experiment"
1052.6458 	EXP 	bottomMsg: text = "Press 'q' or 'escape' to end the session."
1052.6458 	EXP 	Display TheEnd
1053.7459 	DATA 	Keypress: escape
