7.2211 	INFO 	---START PARAMETERS---
7.2212 	INFO 	filename: TappingWithTrTiming_Movie_d3.py-1-7-Jun_24_0921
7.2212 	INFO 	subject: 1
7.2212 	INFO 	session: 7
7.2212 	INFO 	date: Jun_24_0921
7.2212 	INFO 	blockDur_TRs: 10
7.2212 	INFO 	condition: TapLeft
7.2212 	INFO 	fixCrossPos: [0, 0]
7.2212 	INFO 	fixCrossSize: 100
7.2212 	INFO 	fullScreen: True
7.2212 	INFO 	movieFolder: Images/
7.2212 	INFO 	movieSize: (800, 500)
7.2212 	INFO 	nBlocks: 48
7.2212 	INFO 	promptDir: Text/
7.2212 	INFO 	restDur_TRs: 10
7.2212 	INFO 	screenColor: (128, 128, 128)
7.2212 	INFO 	screenToShow: 0
7.2213 	INFO 	skipPrompts: False
7.2213 	INFO 	tStartup_TRs: 0
7.2213 	INFO 	textHeight: 40
7.2213 	INFO 	triggerKey: t
7.2213 	INFO 	---END PARAMETERS---
7.3103 	WARNING 	Movie2 stim could not be imported and won't be available
8.1571 	INFO 	Loaded monitor calibration from ['2019_02_04 16:32']
8.7030 	EXP 	Created win = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 128.,  128.,  128.]), colorSpace='rgb255', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x129c9e40>, name='win', pos=[0, 0], screen=0, size=array([1280,  800]), stereo=False, units='deg', useFBO=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.7046 	EXP 	Created fixCross = ShapeStim(autoDraw=False, autoLog=True, closeShape=False, contrast=1.0, depth=0, fillColor=None, fillColorSpace='rgb', fillRGB=None, interpolate=True, lineColor='#000000', lineColorSpace='hex', lineRGB=array([0, 0, 0]), lineWidth=3.0, name='fixCross', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 1.,  1.]), units='pix', vertices=ndarray(...), win=Window(...))
8.7704 	EXP 	Created topMsg = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='topMsg', opacity=1.0, ori=0.0, pos=array([ 0. ,  0.5]), rgb=array([0, 0, 0]), text=u'aaa', units='norm', win=Window(...), wrapWidth=1.5)
8.7740 	EXP 	Created bottomMsg = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='bottomMsg', opacity=1.0, ori=0.0, pos=array([ 0. , -0.5]), rgb=array([0, 0, 0]), text=u'bbb', units='norm', win=Window(...), wrapWidth=1.5)
