10.1142 	INFO 	---START PARAMETERS---
10.1142 	INFO 	filename: TappingWithTrTiming_Movie_d3.py-1-23-Jul_29_1318
10.1142 	INFO 	subject: 1
10.1142 	INFO 	session: 23
10.1142 	INFO 	date: Jul_29_1318
10.1142 	INFO 	blockDur_TRs: 12
10.1142 	INFO 	condition: vis
10.1142 	INFO 	fixCrossPos: [0, 0]
10.1142 	INFO 	fixCrossSize: 100
10.1142 	INFO 	fullScreen: True
10.1143 	INFO 	movieFolder: Images/
10.1143 	INFO 	movieSize: (800, 500)
10.1143 	INFO 	nBlocks: 48
10.1143 	INFO 	promptDir: Text/
10.1143 	INFO 	restDur_TRs: 12
10.1143 	INFO 	screenColor: (128, 128, 128)
10.1143 	INFO 	screenToShow: 0
10.1143 	INFO 	skipPrompts: False
10.1143 	INFO 	tStartup_TRs: 0
10.1143 	INFO 	textHeight: 40
10.1143 	INFO 	triggerKey: s
10.1143 	INFO 	---END PARAMETERS---
10.2269 	WARNING 	Movie2 stim could not be imported and won't be available
11.1539 	INFO 	Loaded monitor calibration from ['2019_02_04 16:32']
11.6767 	EXP 	Created win = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 128.,  128.,  128.]), colorSpace='rgb255', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x12464e40>, name='win', pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units='deg', useFBO=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.6782 	EXP 	Created fixCross = ShapeStim(autoDraw=False, autoLog=True, closeShape=False, contrast=1.0, depth=0, fillColor=None, fillColorSpace='rgb', fillRGB=None, interpolate=True, lineColor='#000000', lineColorSpace='hex', lineRGB=array([0, 0, 0]), lineWidth=3.0, name='fixCross', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 1.,  1.]), units='pix', vertices=ndarray(...), win=Window(...))
11.7476 	EXP 	Created topMsg = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='topMsg', opacity=1.0, ori=0.0, pos=array([ 0. ,  0.5]), rgb=array([0, 0, 0]), text=u'aaa', units='norm', win=Window(...), wrapWidth=1.5)
